EQUIP-DESIGNATION,EQUIP-LOCATION,EQUIP-ELEC-PROP
R2-614,R2_5002,100A/208V/3PH/4W
R2-519,R2_5002,100A/208V/3PH/4W
R2-518,R2_5002,100A/208V/3PH/4W
R2-517,R2_5002,100A/208V/3PH/4W
R2-516,R2_5002,100A/208V/3PH/4W
R2-515,R2_5002,100A/208V/3PH/4W
R2-514,R2_5002,100A/208V/3PH/4W
R2-419,R2_5002,100A/208V/3PH/4W
R2-418,R2_5002,100A/208V/3PH/4W
R2-417,R2_5002,100A/208V/3PH/4W
R2-416,R2_5002,100A/208V/3PH/4W
R2-415,R2_5002,100A/208V/3PH/4W
R2-414,R2_5002,100A/208V/3PH/4W
R2PP08,R2_5005,200A120/208V3PH4W
R2PP10,R2_5006,100A120/208V3PH4W
R2DIS08,R2_7001,60A600V3PH3W
R2DIS07,R2_7001,100A600V3PH3W
R2PP11,R2_7001,42A120/208V3PH4W
R2TR06,R2_7001,15KVA600>120/208V3PH4W
R2DIS06,R2_7001,100A600V3PH3W
R2DIS05,R2_7001,30A600V3PH3W
R2DIS04,R2_7001,30A600V3PH3W
R2DIS03,R2_7001,20A600V3PH3W
R2DIS02,R2_7001,300A600V3PH3W
R1MB3004,R2003,100A/208V/3PH/4W
R1MB3039,R2003,100A/208V/3PH/4W
R1MB3034,R2003,100A/208V/3PH/4W
R1MB3047,R2003,100A/208V/3PH/4W
R1MB3038,R2003,100A/208V/3PH/4W
R1MB3009,R2003,100A/208V/3PH/4W
R1MB2002,R2003,100A/208V/3PH/4W
R1MB2007,R2003,100A/208V/3PH/4W
R1MB2039,R2003,100A/208V/3PH/4W
R1MB2032,R2003,100A/208V/3PH/4W
R1MB2045,R2003,100A/208V/3PH/4W
R1MB2036,R2003,100A/208V/3PH/4W
R1PP07,R2003,250AR/200AT/120/208V/3PH/4W
R1MB3016,R2006,100A/208V/3PH/4W
R1MB3025,R2006,100A/208V/3PH/4W
R1MB3021,R2006,100A/208V/3PH/4W
R1MB3017,R2006,100A/208V/3PH/4W
R1MB3012,R2006,100A/208V/3PH/4W
R1MB3013,R2006,100A/208V/3PH/4W
R1MB2016,R2006,100A/208V/3PH/4W
R1MB2025,R2006,100A/208V/3PH/4W
R1MB2021,R2006,100A/208V/3PH/4W
R1MB2017,R2006,100A/208V/3PH/4W
R1MB2012,R2006,100A/208V/3PH/4W
R1MB2013,R2006,100A/208V/3PH/4W
R1MB1019,R2006,100A/208V/3PH/4W
R1MB1014,R2006,100A/208V/3PH/4W
R1MB1023,R2006,100A/208V/3PH/4W
R1MB1015,R2006,100A/208V/3PH/4W
R1MB1008,R2006,100A/208V/3PH/4W
R1MB1011,R2006,100A/208V/3PH/4W
R1EPP02,R2006,250AR/100AT/120/208V/3PH/4W
R1PP05,R2006,250AR/200AT/120/208V/3PH/4W
R1MB3035,R2030,100A/208V/3PH/4W
R1MB3026,R2030,100A/208V/3PH/4W
R1MB3022,R2030,100A/208V/3PH/4W
R1MB3031,R2030,100A/208V/3PH/4W
R1MB3027,R2030,100A/208V/3PH/4W
R1MB3018,R2030,100A/208V/3PH/4W
R1MB2035,R2030,100A/208V/3PH/4W
R1MB2026,R2030,100A/208V/3PH/4W
R1MB2022,R2030,100A/208V/3PH/4W
R1MB2031,R2030,100A/208V/3PH/4W
R1MB2027,R2030,100A/208V/3PH/4W
R1MB2018,R2030,100A/208V/3PH/4W
R1MB1035,R2030,100A/208V/3PH/4W
R1MB1026,R2030,100A/208V/3PH/4W
R1MB1022,R2030,100A/208V/3PH/4W
R1MB1031,R2030,100A/208V/3PH/4W
R1MB1027,R2030,100A/208V/3PH/4W
R1MB1018,R2030,100A/208V/3PH/4W
R2SS01,R2SITE,
R3DIS16,R3-1002,200AR/AF/600V/3PH/3W
R3DIS51,R3-1002,30AR/15AF/600V/3PH/3W
R3DIS50,R3-1002,30AR/15AF/600V/3PH/3W
R3PP02-CCT1/3/5,R3-1002,100AR/AT/120/208V/3PH/4W
R3PP02-CCT2/4/6,R3-1002,100AR/AT/120/208V/3PH/4W
R3PP02,R3-1002,250AR/125AT/120/208V/3PH/4W
R3TR05,R3-1002,45KVA/600>120/208V/3PH/4W
R3DIS19,R3-1002,60AR/60AF/600V/3PH/3W
R3DIS18,R3-1002,100AR/70AF/600V/3PH/3W
R3DIS17,R3-1002,100AR/70AF/600V/3PH/3W
R3PP02-CCT7/9/11,R3-1002,100AR/AT/120/208V/3PH/4W
R3DIS22,R3-1002,60AR/60AT/600V/3PH/3W
R3ATS01,R3-1002,200AR/AF/600V/3PH/3W
R3ATS01,R3-1002,200AR/AF/600V/3PH/3W
R3DIS26,R3-1002,400AR/300AF/600V/3PH/3W
R3DIS15,R3-1002,200AR/AF/600V/3PH/3W
R3DIS14,R3-1002,200AR/AF/600V/3PH/3W
R3DIS24,R3-1006,60AR/AF/120/208V/3PH/4W
R3DIS25,R3-1006,100AR/90AF/208V/3PH/4W
R3TR07,R3-1006,45KVA/600>120/208V/3PH/4W
R3DIS23,R3-1006,60AR/NF/600V/3PH/3W
R3TR02,R3-1006,225KVA/600>120/208V/3PH/4W
R3UPS,R3-1006A,40KVA/208V/3PH/4W
R3PP16,R3-1006A,100AR/90AT/208V/3PH/4W
R3UPS-TS01,R3-1006A,100AR/208V/3PH/4W
R3UPS-TS01,R3-1006A,100AR/90AT/208V/3PH/4W
R3UPS,R3-1006A,40KVA/208V/3PH/4W
R3PP13_SW,R3-1007,100A/208V/3PH/4W
R3PP13,R3-1007,100AR/AMB/120/208V/3PH/4W
R3DIS21,R3-1017,100AR/100AF/600V/3PH/3W
R3DIS20,R3-1017,100AR/100AF/600V/3PH/3W
R3AC_UNIT,R3-1020,100A/208V/3PH/4W
R3CU03,R3-1020,100AR/AT/120/208V/3PH/4W
R3PP01,R3-1020,225AR/200AF/347/600V/3PH/4W
R3MB16,R3-1020,200AR/AT/347/600V/3PH/4W
R3MB10,R3-1020,400AR/AT/600V/3PH/3W
R3MB09,R3-1020,400AR/AT/600V/3PH/3W
R3PP03,R3-1020,250AR/100AF120/208V3PH4W
R3MB02,R3-1020,200AR/200AT/600V/3PH/3W
R3EP01,R3-1020,250AR/200AT/120/208V/3PH/4W
R3SDP01-BKR11,R3-1020,250AR/AT/120/208V/3PH/4W
R3SDP01-BKR10,R3-1020,100AR/AT/120/208V/3PH/4W
R3PP04,R3-1020,250AR/100AT/120/208V/3PH/4W
R3SDP01-BKR08,R3-1020,100AR/AT/120/208V/3PH/4W
R3SDP01-BKR07,R3-1020,100AR/AT/120/208V/3PH/4W
R3SDP01-BKR05,R3-1020,100AR/AT/120/208V/3PH/4W
R3SDP01-BKR03,R3-1020,100AR/AT/120/208V/3PH/4W
R3TR03,R3-1020,225KVA/250AT/600>208V/3PH/4W
R3TR01,R3-1020,225KVA/250AT/600>208V/3PH/4W
R3MB15,R3-1020,200AR/AT/600V/3PH/3W
R3MB08,R3-1020,250AR/AT/600V/3PH/3W
R3MB07,R3-1020,250AR/AT/600V/3PH/3W
R3MB06,R3-1020,250AR/AT/600V/3PH/3W
R3MB05,R3-1020,250AR/AT/600V/3PH/3W
R3MB01,R3-1020,1200AR/1200AT/600V/3PH/3W
R3ATS02-FIREPUMP,R3-1023,30A/600V/3PH/3W
R3ATS02-FIREPUMP,R3-1023,30A/600V/3PH/3W
R3ATS02-FIREPUMP,R3-1023,30A/600V/3PH/3W
R3ATS02,R3-1023,100AR/AF/600V/3PH/3W
R3ATS02,R3-1023,100AR/AF/600V/3PH/3W
R3PP09,R3-2002,250AR/100AF120/208V3PH4W
R3TR04,R3-2002,225KVA/600>120/208V/3PH/4W
R3-316,R3-2007,100A/208V/3PH/4W
R3-319,R3-2007,100A/208V/3PH/4W
R3-321,R3-2007,100A/208V/3PH/4W
R3-219,R3-2007,100A/208V/3PH/4W
R3-318,R3-2007,100A/208V/3PH/4W
R3-221,R3-2007,100A/208V/3PH/4W
R3-314,R3-2007,100A/208V/3PH/4W
R3-216,R3-2007,100A/208V/3PH/4W
R3-315,R3-2007,100A/208V/3PH/4W
R3-218,R3-2007,100A/208V/3PH/4W
R3-312,R3-2007,100A/208V/3PH/4W
R3-215,R3-2007,100A/208V/3PH/4W
R3-217,R3-2007,100A/208V/3PH/4W
R3PP14,R3-2007,250AR/100AF/100AMB/120/208V/3PH/4W
R3PP07,R3-2007,250AR/100AMB/120/208V/3PH/4W
R3PP05,R3-3006,250AR/100AF/100AMB/120/208V/3PH/4W
R3PP10,R3-5002,250AR/100AF120/208V3PH4W
R3PP06,R3-5006,250AR/100AF/100AMB/120/208V/3PH/4W
R3PP12,R3-5007,125A/208V/3PH/4W
R3PP12-BKR,R3-5007,125A/208V/3PH/4W
R3-417,R3-5007,100A/208V/3PH/4W
R3-415,R3-5007,100A/208V/3PH/4W
R3-414,R3-5007,100A/208V/3PH/4W
R3-421,R3-5007,100A/208V/3PH/4W
R3-619,R3-5007,100A/208V/3PH/4W
R3-621,R3-5007,100A/208V/3PH/4W
R3-615,R3-5007,100A/208V/3PH/4W
R3-614,R3-5007,100A/208V/3PH/4W
R3-514,R3-5007,100A/208V/3PH/4W
R3-515,R3-5007,100A/208V/3PH/4W
R3-521,R3-5007,100A/208V/3PH/4W
R3-519,R3-5007,100A/208V/3PH/4W
R3-418,R3-5007,100A/208V/3PH/4W
R3-416,R3-5007,100A/208V/3PH/4W
R3PP15,R3-5007,250AR/60AF/100AMB/120/208V/3PH/4W
R3PP08,R3-5007,250AR/100AF/100AMB/120/208V/3PH/4W
R3SF01_SW,R3-7001,60A/208V/3PH/4W
R3SF02_SW,R3-7001,60A/208V/3PH/4W
R3DIS31,R3-7001,30AR/15AF600V3PH3W
R3DIS29,R3-7001,30AR/15AF600V3PH3W
R3DIS16,R3-7001,30AR/15AF600V3PH3W
R3DIS12,R3-7001,30AR/15AF600V3PH3W
R3DIS11,R3-7001,60AR/50AF600V3PH3W
R3DIS10,R3-7001,60AR/60AF600V3PH3W
R3DIS09,R3-7001,100AR/70AF600V3PH3W
R3DIS08,R3-7001,60AR/25AF600V3PH3W
R3DIS07,R3-7001,60AR/25AF600V3PH3W
R3DIS06,R3-7001,30AR/15AF600V3PH3W
R3DIS05,R3-7001,30AR/15AF600V3PH3W
R3DIS04,R3-7001,30AR/15AF600V3PH3W
R3DIS03,R3-7001,30AR/15AF600V3PH3W
R3DIS01,R3-7001,600AR/400AF/600V/3PH/3W
R3DIS02,R3-7001,60AR/40AF600V3PH3W
R3PP17,R3-7001,250AR/100AF120/208V3PH4W
R3SS01,R3SITE,1200AR/1000AT/347/600V/3PH/4W
R3GEN01,R3-SITE,312KVA/600V/300A/3PH/3W
R1MB6004,R5003,100A/208V/3PH/4W
R1MB6009,R5003,100A/208V/3PH/4W
R1MB6039,R5003,100A/208V/3PH/4W
R1MB6034,R5003,100A/208V/3PH/4W
R1MB6047,R5003,100A/208V/3PH/4W
R1MB6038,R5003,100A/208V/3PH/4W
R1MB5004,R5003,100A/208V/3PH/4W
R1MB5009,R5003,100A/208V/3PH/4W
R1MB5039,R5003,100A/208V/3PH/4W
R1MB5034,R5003,100A/208V/3PH/4W
R1MB5047,R5003,100A/208V/3PH/4W
R1MB5038,R5003,100A/208V/3PH/4W
R1MB4002,R5003,100A/208V/3PH/4W
R1MB4007,R5003,100A/208V/3PH/4W
R1MB4039,R5003,100A/208V/3PH/4W
R1MB4032,R5003,100A/208V/3PH/4W
R1MB4045,R5003,100A/208V/3PH/4W
R1MB4036,R5003,100A/208V/3PH/4W
R1PP08,R5003,250AR/200AT/120/208V/3PH/4W
R1MB6016,R5006,100A/208V/3PH/4W
R1MB6025,R5006,100A/208V/3PH/4W
R1MB6021,R5006,100A/208V/3PH/4W
R1MB6017,R5006,100A/208V/3PH/4W
R1MB6012,R5006,100A/208V/3PH/4W
R1MB5016,R5006,100A/208V/3PH/4W
R1MB5025,R5006,100A/208V/3PH/4W
R1MB5021,R5006,100A/208V/3PH/4W
R1MB5017,R5006,100A/208V/3PH/4W
R1MB5012,R5006,100A/208V/3PH/4W
R1MB5013,R5006,100A/208V/3PH/4W
R1MB4014,R5006,100A/208V/3PH/4W
R1MB6013,R5006,100A/208V/3PH/4W
R1MB4023,R5006,100A/208V/3PH/4W
R1MB4019,R5006,100A/208V/3PH/4W
R1MB4015,R5006,100A/208V/3PH/4W
R1MB4008,R5006,100A/208V/3PH/4W
R1MB4011,R5006,100A/208V/3PH/4W
R1EPP05,R5006,250AR/100AT/120/208V/3PH/4W
R1PP06,R5006,250AR/200AT/120/208V/3PH/4W
R1MB6035,R5030,100A/208V/3PH/4W
R1MB6026,R5030,100A/208V/3PH/4W
R1MB6022,R5030,100A/208V/3PH/4W
R1MB6031,R5030,100A/208V/3PH/4W
R1MB6027,R5030,100A/208V/3PH/4W
R1MB6018,R5030,100A/208V/3PH/4W
R1MB5035,R5030,100A/208V/3PH/4W
R1MB5026,R5030,100A/208V/3PH/4W
R1MB5022,R5030,100A/208V/3PH/4W
R1MB5031,R5030,100A/208V/3PH/4W
R1MB5027,R5030,100A/208V/3PH/4W
R1MB5018,R5030,100A/208V/3PH/4W
R1MB4035,R5030,100A/208V/3PH/4W
R1MB4026,R5030,100A/208V/3PH/4W
R1MB4022,R5030,100A/208V/3PH/4W
R1MB4031,R5030,100A/208V/3PH/4W
R1MB4027,R5030,100A/208V/3PH/4W
R1MB4018,R5030,100A/208V/3PH/4W
R1DIS08,R7001,100AR/60AF/347/600V/3PH/4W
R1DIS07,R7001,30AR/20AF/347/600V/3PH/4W
R1DIS06,R7001,100AR/90AF/347/600V/3PH/4W
R1DIS05,R7001,30AR/20AF/347/600V/3PH/4W
R1DIS04,R7001,30AR/20AF/347/600V/3PH/4W
R1DIS03,R7001,30AR/20AF/347/600V/3PH/4W
SCPP03,SC1001-6,200AR/AT/120/208V/3PH/4W
SCPP04,SC1010,200AR/60AF/120/208V/3PH/4W
SCPP05,SC1010,200AR/AT/120/208V/3PH/4W
SCPP01,SC1010,200AR/AT/120/208V/3PH/4W
TWINKETTLES,SC1015,225A/120/208V/3PH/4W
SCKP02,SC1015,100AR/60AT/120/208V/3PH/4W
SCKP01,SC1015,100AR/60AT/120/208V/3PH/4W
SCKP04,SC1015,100AR/60AT/120/208V/3PH/4W
SCKP03,SC1015,100AR/60AT/120/208V/3PH/4W
SCEP03-CCT19/21/23,SC1015,30AR/AT/120/208V/3PH/4W
SCEP03,SC1015,225AR/AT/120/208V/3PH/4W
SCPP02,SC1016,225AR/AT/120/208V/3PH/4W
SCDIS50,SC1016-1,100AR/AT/600V/3PH/3W
SCDIS50,SC1016-1,100AR/AT/600V/3PH/3W
SCDIS50,SC1016-1,100AR/AT/600V/3PH/3W
SCEP01,SC1017,200AR/AF/120/208V/3PH/4W
SCEP04-CCT19/21/23,SC1017,60AR/AT/120/208V/3PH/4W
SCEP04-CCT13/15/17,SC1017,60AR/AT/120/208V/3PH/4W
SCEP04-CCT25/27/29,SC1017,30AR/AT/120/208V/3PH/4W
SCEP02,SC1017,200AR/AF/120/208V/3PH/4W
SCPP08,SC2000,200AR/AT/120/208V/3PH/4W
SCPP07,SC2001-5,200AR/AT/120/208V/3PH/4W
SCPP06,SC2002,225AR/AT/120/208V/3PH/4W
SCSF03_LD,SC3001,39.1A/600V/3PH/3W
SCSF03,SC3001,60A/600V/3PH/3W
SCSF02_LD,SC3001,39.1A/600V/3PH/3W
SCSF02,SC3001,60A/600V/3PH/3W
SCMS22,SC3001,100A/600V/3PH/3W
SCMS21,SC3001,100A/600V/3PH/3W
SCCON02,SC3001,400A/120/208V/3PH/4W
SCCON01,SC3001,400A/120/208V/3PH/4W
SCMB44,SC3001,225AR/AT/120/208V/3PH/4W
SCMB42,SC3001,125AR/AT/120/208V/3PH/4W
SCMB46,SC3001,225AR/AT/120/208V/3PH/4W
SCPP09,SC3001,200AR/AT/120/208V/3PH/4W
SCMB40,SC3001,200AR/AT/120/208V/3PH/4W
SCMB39,SC3001,225AR/AT/120/208V/3PH/4W
SCMB38,SC3001,225AR/AT/120/208V/3PH/4W
SCMB37,SC3001,200AR/AT/120/208V/3PH/4W
SCMB36,SC3001,200AR/AT/120/208V/3PH/4W
SCMB35,SC3001,200AR/AT/120/208V/3PH/4W
SCMB34,SC3001,200AR/AT/120/208V/3PH/4W
SCMB33,SC3001,225AR/AT/120/208V/3PH/4W
SCMB32,SC3001,200AR/AT/120/208V/3PH/4W
SCMB31,SC3001,200AR/AT/120/208V/3PH/4W
SCTR01,SC3001,450KVA/600>120/208V/3PH/4W
SCMB06,SC3001,100AR/100AT/600V/3PH/4W
SCMB04,SC3001,400AR/400AT/600V/3PH/4W
SCMB03,SC3001,400AR/400AT/600V/3PH/3W
SCMB02,SC3001,600AR/500AT/600V/3PH/3W
SCMB01,SC3001,1200AR/1000AT/347/600V/3PH/4W
SUBPP04,SUB1009,100AR/AF120/208V/3PH/4W
SUBEDP01,SUB1009,225AR/60F120/208V/3PH/4W
SUBPP05,SUB1011-2,125AR/60AMB/AF208V/3PH/4W
SUBPP03,SUB1012-5,225AR/50AF120/208V/3PH/4W
SUBPP02-CCT38/40/42,SUB1012-5,50AR/AT120/208V/3PH/4W
SUBPP02,SUB1012-5,225AR/200AF120/208V/3PH/4W
SUBPP01,SUB1012-5,225AR/200AF120/208V/3PH/4W
SUBPP06,SUB1012-DJBOOTH,100AR/AF120/208V/3PH/4W
SUBDIS11,SUB1017,200AR/AF120/208V/3PH/4W
SUBDIS12,SUB1017,200AR/AF120/208V/3PH/4W
SUBDIS13,SUB1017,200AR/AF120/208V/3PH/4W
SUBTR05,SUB1017,75KVA/600>120/208V/3PH/4W
SUBDIS10,SUB1017,100AR/NF347/600V/3PH/4W
SUBPP09,SUB1027,225AR/200AF120/208V/3PH/4W
SUBPP07,SUB1027-1,225AR/200AF120/208V/3PH/4W
SUBPP08,SUB1029,225AR/200AF120/208V/3PH/4W
SUBMB08,SUB2001,100AR/AF208V/3PH/4W
SUBDIS09,SUB2001,60AR/20AF600V/3PH/3W
SUBDIS04,SUB2001,30AR/15AF600V/3PH/3W
SUBMB01,SUB2001,200AR/AF208V/3PH/4W
SUBMB02,SUB2001,200AR/AF208V/3PH/4W
SUBMB05,SUB2001,60AR/AF208V/3PH/4W
SUBMB06,SUB2001,60AR/AF208V/3PH/4W
SUBMB04,SUB2001,100AR/AF208V/3PH/4W
SUBMB07,SUB2001,100AR/AF208V/3PH/4W
SUBEDP01-CCT8/10/12,SUB2001,70AR/AT600V/3PH/3W
SUBEDP01-CCT1/3,SUB2001,15AR/AT600V/1PH/2W
SUBTR01,SUB2001,112.5KVA/600>120/208V/3PH/4W
SUBDIS06,SUB2001,200AR/125AF600V/3PH/3W
SUBDIS03,SUB2001,100AR/AF600V/3PH/3W
SUBDIS02,SUB2001,200AR/AF600V/3PH/3W
SUBDIS01,SUB2001,800AR/800AT600V/3PH/3W
SUBPP07,SUB2001E,100AR120/208V/1PH/3W
SUBTR03,SUB2001E,10KVA/600V>120/208V/2PH/3W
TPP113,T1002,200AR/150AT120/208V/3PH/4W
TPP111,T1003,200AR/150AT120/208V/3PH/4W
TPP107,T1003-C,150AR/AT120/208V/3PH/4W
TPP109,T1004,200AR/150AT120/208V/3PH/4W
TPP108,T1006,200AR/150AT120/208V/3PH/4W
TPP110,T1009,200AR/150AT120/208V/3PH/4W
TDIS313,T1017-1,200A/600V/3PH/4W
TPP104,T1023,150AR/AMB120/208V/3PH/4W
TPP105,T1023,200AR/AMB120/208V/3PH/4W
TPP128,T1023-C,70AR/AMB120/208V/3PH/4W
TPP106,T1023-C,150AR/AMB120/208V/3PH/4W
TPP103,T1028,150AR/AMB120/208V/3PH/4W
TPP102,T1028,150AR/AMB120/208V/3PH/4W
TPP101,T1028,150AR/AMB120/208V/3PH/4W
TPP97,T1028,150AR/AMB347/600V/3PH/4W
TPP118,T2001,200AR/150AT120/208V/3PH/4W
TPP116,T2002,200AR/150AT120/208V/3PH/4W
TPP117,T2003,200AR/150AT120/208V/3PH/4W
TPP115,T2004,200AR/150AT120/208V/3PH/4W
TPP114,T2017,150AR/AT120/208V/3PH/4W
TPP125,T3001,150AR/AT120/208V/3PH/4W
TPP129,T3001-2,150AR/AT120/208V/3PH/4W
TPP130,T3001-3,150AR/AT120/208V/3PH/4W
TPP127,T3001-4,150AR/AT120/208V/3PH/4W
TPP124,T3010,150AR/AT120/208V/3PH/4W
TPP123,T3010,150AR/AT120/208V/3PH/4W
TPP122,T3010,150AR/AT120/208V/3PH/4W
TPP121,T3010,150AR/AT120/208V/3PH/4W
TPP120,T3010,150AR/AT120/208V/3PH/4W
TMB308,T4001,70AR/AT347/600V/3PH/4W
TPP100-CCT26/28/30,T4001,70AR/AT120/208V/3PH/4W
TPP100,T4001,125AR/AMB120/208V/3PH/4W
TTR27,T4001,30KVA600>120/208V/3PH/4W
TDIS300,T4001,60AR/40AF347/600V/3PH/4W
TPP126,T4001,150AR/AT120/208V/3PH/4W
TMB350,T4001,150AR/AT120/208V/3PH/4W
TMB349,T4001,150AR/AT120/208V/3PH/4W
TMB348,T4001,150AR/AT120/208V/3PH/4W
TMB347,T4001,150AR/AT120/208V/3PH/4W
TMB346,T4001,150AR/AT120/208V/3PH/4W
TMB344,T4001,150AR/AT120/208V/3PH/4W
TMB343,T4001,150AR/AT120/208V/3PH/4W
TMB341,T4001,150AR/AT120/208V/3PH/4W
TMB342,T4001,150AR/AT120/208V/3PH/4W
TMB340,T4001,150AR/AT120/208V/3PH/4W
TMB338,T4001,150AR/AT120/208V/3PH/4W
TMB336,T4001,150AR/AT120/208V/3PH/4W
TMB335,T4001,150AR/AT120/208V/3PH/4W
TMB334,T4001,150AR/AT120/208V/3PH/4W
TMB333,T4001,150AR/AT120/208V/3PH/4W
TMB360,T4001,150AR/AT120/208V/3PH/4W
TMB359,T4001,150AR/AT120/208V/3PH/4W
TMB358,T4001,150AR/AT120/208V/3PH/4W
TMB356,T4001,150AR/AT120/208V/3PH/4W
TMB355,T4001,150AR/AT120/208V/3PH/4W
TMB354,T4001,150AR/AT120/208V/3PH/4W
TMB353,T4001,150AR/AT120/208V/3PH/4W
TMB351,T4001,150AR/AT120/208V/3PH/4W
TMB317,T4001,400AR/AT347/600V/3PH/4W
TTR26,T4001,225KVA600>120/208V/3PH/4W
TTR25,T4001,225KVA600>120/208V/3PH/4W
TPP98,T4001,150AR/AMB347/600V/3PH/4W
TMB318,T4001,400AR/300AT347/600V/3PH/4W
TMB317,T4001,400AR/AT347/600V/3PH/4W
TMB316,T4001,250AR/200AT347/600V/3PH/4W
TMB314,T4001,200AR/AT347/600V/3PH/4W
TMB315,T4001,400AR/300AT347/600V/3PH/4W
TMB313,T4001,200AR/AT347/600V/3PH/4W
TMB300,T4001,600AR/AT347/600V/3PH/4W
CELEVATOR,,
LONDONHYDRO,,27600V3P/4W
,,
R3_ELEVATOR_2,,40A/575V/3PH/3W
R3_ELEVATOR_1,,40A/575V/3PH/3W
